Timestamp,cost-per-transaction
2020-03-19 00:00:00,30.0402961431206
2020-03-20 00:00:00,32.5779202935299
2020-03-21 00:00:00,40.1550498113668
2020-03-22 00:00:00,47.7934498372945
2020-03-23 00:00:00,34.3038742331181
2020-03-24 00:00:00,40.5935264612312
2020-03-25 00:00:00,36.9165986921745
2020-03-26 00:00:00,46.7548124218159
2020-03-27 00:00:00,48.4139360584423
2020-03-28 00:00:00,44.877568332905
2020-03-29 00:00:00,50.6111416094839
2020-03-30 00:00:00,42.0400515117745
2020-03-31 00:00:00,45.2210030614672
2020-04-01 00:00:00,43.6242390477481
2020-04-02 00:00:00,43.5159150777912
2020-04-03 00:00:00,41.0259308138856
2020-04-04 00:00:00,53.3448121281878
2020-04-05 00:00:00,62.2562937358401
2020-04-06 00:00:00,40.9503429131681
2020-04-07 00:00:00,49.7993840083494
2020-04-08 00:00:00,46.4207222199787
2020-04-09 00:00:00,49.6711356833184
2020-04-10 00:00:00,49.7901158867751
2020-04-11 00:00:00,55.2823718033444
2020-04-12 00:00:00,58.4156265205156
2020-04-13 00:00:00,50.1981120036146
2020-04-14 00:00:00,48.7254431006258
2020-04-15 00:00:00,46.9258048671644
2020-04-16 00:00:00,41.7948357085057
2020-04-17 00:00:00,39.9360818632395
2020-04-18 00:00:00,49.3265191176367
2020-04-19 00:00:00,54.4932067671539
2020-04-20 00:00:00,46.4250848596367
2020-04-21 00:00:00,42.2422605181555
2020-04-22 00:00:00,41.6028773016883
2020-04-23 00:00:00,40.127745193341
2020-04-24 00:00:00,43.0990266044061
2020-04-25 00:00:00,46.4020438553101
2020-04-26 00:00:00,52.5184758501002
2020-04-27 00:00:00,44.4534044135194
2020-04-28 00:00:00,46.6323333642837
2020-04-29 00:00:00,46.0787611079707
2020-04-30 00:00:00,49.6286142146446
2020-05-01 00:00:00,49.2306658615637
2020-05-02 00:00:00,59.3473218914269
2020-05-03 00:00:00,69.5408005495611
2020-05-04 00:00:00,54.887253618017
2020-05-05 00:00:00,55.5579450400896
2020-05-06 00:00:00,56.967033117196
2020-05-07 00:00:00,53.3553440801215
2020-05-08 00:00:00,56.0721702694106
2020-05-09 00:00:00,55.6206774079318
2020-05-10 00:00:00,66.5166166003509
2020-05-11 00:00:00,55.6794889441733
2020-05-12 00:00:00,25.9273795567018
2020-05-13 00:00:00,25.9082950114654
2020-05-14 00:00:00,30.6795715396832
2020-05-15 00:00:00,28.8756268536516
2020-05-16 00:00:00,28.4239561884037
2020-05-17 00:00:00,30.0344255350804
2020-05-18 00:00:00,34.07924860462
2020-05-19 00:00:00,31.6501828800508
2020-05-20 00:00:00,31.4627744313599
2020-05-21 00:00:00,31.6614520779346
2020-05-22 00:00:00,27.8724350183625
2020-05-23 00:00:00,29.1314438591229
2020-05-24 00:00:00,33.9664678076797
2020-05-25 00:00:00,28.9220866679624
2020-05-26 00:00:00,25.5813937261146
2020-05-27 00:00:00,29.3588214770532
2020-05-28 00:00:00,28.1988842926557
2020-05-29 00:00:00,29.86254895071
2020-05-30 00:00:00,34.6559503218519
2020-05-31 00:00:00,36.9250018712685
2020-06-01 00:00:00,28.5992508692279
2020-06-02 00:00:00,29.4010299006505
2020-06-03 00:00:00,28.9211158235703
2020-06-04 00:00:00,30.6778962263392
2020-06-05 00:00:00,35.3094095410375
2020-06-06 00:00:00,43.2181571308434
2020-06-07 00:00:00,38.9154835973661
2020-06-08 00:00:00,32.1651728973546
2020-06-09 00:00:00,30.9416039987778
2020-06-10 00:00:00,31.9876074051075
2020-06-11 00:00:00,34.5081631025847
2020-06-12 00:00:00,30.9994991150104
2020-06-13 00:00:00,33.9681119467916
2020-06-14 00:00:00,37.3428213573291
2020-06-15 00:00:00,28.1198996142481
2020-06-16 00:00:00,27.6651724983513
2020-06-17 00:00:00,25.7887488547715
2020-06-18 00:00:00,27.173309174416
2020-06-19 00:00:00,25.3851592589615
2020-06-20 00:00:00,28.994534065696
2020-06-21 00:00:00,33.7527411675811
2020-06-22 00:00:00,29.595660599031
2020-06-23 00:00:00,28.0491867701879
2020-06-24 00:00:00,27.5184104154396
2020-06-25 00:00:00,27.2404857029568
2020-06-26 00:00:00,29.4572020666473
2020-06-27 00:00:00,29.2570377001059
2020-06-28 00:00:00,32.7165049604553
2020-06-29 00:00:00,27.14674470781
2020-06-30 00:00:00,29.3638353536296
2020-07-01 00:00:00,25.852261769978
2020-07-02 00:00:00,29.1847494299547
2020-07-03 00:00:00,29.4048537067125
2020-07-04 00:00:00,31.8864706922643
2020-07-05 00:00:00,34.4888698497453
2020-07-06 00:00:00,27.4281186381817
2020-07-07 00:00:00,27.9847873824902
2020-07-08 00:00:00,26.6771409451456
2020-07-09 00:00:00,27.8441132110933
2020-07-10 00:00:00,28.077570387245
2020-07-11 00:00:00,30.3431256460827
2020-07-12 00:00:00,31.9167973655061
2020-07-13 00:00:00,28.723484296363
2020-07-14 00:00:00,24.6135187073322
2020-07-15 00:00:00,27.0585789878911
2020-07-16 00:00:00,24.5085610915453
2020-07-17 00:00:00,25.3114502417417
2020-07-18 00:00:00,26.3125945439716
2020-07-19 00:00:00,28.5716327490618
2020-07-20 00:00:00,28.4421193721667
2020-07-21 00:00:00,26.2579105588848
2020-07-22 00:00:00,26.7686088742846
2020-07-23 00:00:00,27.9620264367166
2020-07-24 00:00:00,29.2636129048039
2020-07-25 00:00:00,32.2417856990445
2020-07-26 00:00:00,34.9712013231044
2020-07-27 00:00:00,33.5519128856381
2020-07-28 00:00:00,33.9326640523788
2020-07-29 00:00:00,35.1765253687016
2020-07-30 00:00:00,34.4790847113704
2020-07-31 00:00:00,35.4153766594265
2020-08-01 00:00:00,38.5562570033685
2020-08-02 00:00:00,38.926994036573
2020-08-03 00:00:00,38.5730242978297
2020-08-04 00:00:00,34.7646401664201
2020-08-05 00:00:00,37.0335809511832
2020-08-06 00:00:00,38.6169574725783
2020-08-07 00:00:00,39.2764838151703
2020-08-08 00:00:00,39.8135840129077
2020-08-09 00:00:00,45.1016436692363
2020-08-10 00:00:00,38.1830195403308
2020-08-11 00:00:00,37.0531514299238
2020-08-12 00:00:00,36.6184685809293
2020-08-13 00:00:00,36.5126735755174
2020-08-14 00:00:00,37.0371344693124
2020-08-15 00:00:00,39.6858492013564
2020-08-16 00:00:00,42.2977080761413
2020-08-17 00:00:00,35.4687592765466
2020-08-18 00:00:00,36.2736928015915
2020-08-19 00:00:00,35.70293317722632
2020-08-20 00:00:00,36.889054557526286
2020-08-21 00:00:00,41.325023176146104
2020-08-22 00:00:00,34.994141372116616
2020-08-23 00:00:00,42.04207711513541
2020-08-24 00:00:00,35.98997715100717
2020-08-25 00:00:00,33.618835009729075
2020-08-26 00:00:00,34.99693932530556
2020-08-27 00:00:00,32.163221256553605
2020-08-28 00:00:00,36.566166465714346
2020-08-29 00:00:00,38.45091761803543
2020-08-30 00:00:00,37.01011231159122
2020-08-31 00:00:00,39.65175165495006
2020-09-01 00:00:00,34.378345352744255
2020-09-02 00:00:00,37.53555478329722
2020-09-03 00:00:00,33.40811948116876
2020-09-04 00:00:00,34.66539377670383
2020-09-05 00:00:00,31.62068870721483
2020-09-06 00:00:00,39.319698773706584
2020-09-07 00:00:00,36.76991795623417
2020-09-08 00:00:00,32.09256335359807
2020-09-09 00:00:00,32.983336088831656
2020-09-10 00:00:00,32.78260585140803
2020-09-11 00:00:00,31.84140294935001
2020-09-12 00:00:00,38.67897429168348
2020-09-13 00:00:00,43.27048582125826
2020-09-14 00:00:00,34.76789260908813
2020-09-15 00:00:00,34.02654477987524
2020-09-16 00:00:00,33.26534391907988
2020-09-17 00:00:00,36.955185735159084
2020-09-18 00:00:00,36.98855243669075
2020-09-19 00:00:00,36.367476101171036
