Timestamp,total-bitcoins
2020-08-18 13:57:56,18464243.75
2020-08-18 21:33:26,18464462.5
2020-08-19 01:39:21,18464687.5
2020-08-19 09:47:02,18464906.25
2020-08-19 17:00:49,18465125
2020-08-19 20:51:11,18465343.75
2020-08-20 03:03:25,18465562.5
2020-08-20 07:46:38,18465781.25
2020-08-20 13:46:57,18466000
2020-08-20 20:22:23,18466218.75
2020-08-21 01:41:19,18466437.5
2020-08-21 06:25:11,18466656.25
2020-08-21 12:02:48,18466875
2020-08-21 17:14:07,18467093.75
2020-08-21 23:08:48,18467312.5
2020-08-22 06:12:32,18467531.25
2020-08-22 12:16:15,18467750
2020-08-22 18:10:58,18467975
2020-08-23 00:04:48,18468193.75
2020-08-23 05:21:09,18468412.5
2020-08-23 11:03:03,18468631.25
2020-08-23 16:18:30,18468850
2020-08-23 21:09:15,18469068.75
2020-08-24 02:44:12,18469293.75
2020-08-24 08:49:26,18469512.5
2020-08-24 15:11:21,18469731.25
2020-08-24 20:34:21,18469950
2020-08-25 01:29:50,18470168.75
2020-08-25 08:37:11,18470387.5
2020-08-25 14:33:54,18470612.5
2020-08-25 21:37:44,18470831.25
2020-08-26 03:19:28,18471050
2020-08-26 08:39:17,18471268.75
2020-08-26 14:01:09,18471487.5
2020-08-26 20:38:27,18471706.25
2020-08-27 04:09:03,18471925
2020-08-27 11:10:04,18472150
2020-08-27 19:02:42,18472368.75
2020-08-27 23:31:39,18472587.5
2020-08-28 05:29:16,18472806.25
2020-08-28 11:13:48,18473025
2020-08-28 15:10:49,18473250
2020-08-28 20:21:09,18473468.75
2020-08-29 01:20:49,18473687.5
2020-08-29 07:06:52,18473906.25
2020-08-29 13:44:23,18474125
2020-08-29 18:31:48,18474343.75
2020-08-30 00:41:07,18474562.5
2020-08-30 08:20:58,18474781.25
2020-08-30 15:27:13,18475000
2020-08-30 21:02:34,18475218.75
2020-08-31 03:59:10,18475437.5
2020-08-31 07:06:43,18475656.25
2020-08-31 12:32:43,18475881.25
2020-08-31 18:48:07,18476100
2020-09-01 02:19:27,18476318.75
2020-09-01 07:15:00,18476537.5
2020-09-01 12:22:27,18476756.25
2020-09-01 17:59:37,18476975
2020-09-01 23:29:26,18477193.75
2020-09-02 04:23:36,18477412.5
