Timestamp,utxo-count
2021-02-17 13:00:58,72624198
2021-02-17 13:40:49,72636382
2021-02-17 13:56:59,72639865
2021-02-17 14:36:24,72645698
2021-02-17 15:08:17,72658332
2021-02-17 16:07:51,72665048
2021-02-17 16:26:38,72678704
2021-02-17 17:30:06,72692241
2021-02-17 18:02:00,72701264
2021-02-17 18:26:00,72710945
2021-02-17 18:37:13,72712307
2021-02-17 18:46:56,72704196
2021-02-17 18:56:09,72699543
2021-02-17 19:05:35,72690724
2021-02-17 19:16:17,72692272
2021-02-17 19:27:10,72699260
2021-02-17 20:22:10,72717494
2021-02-17 21:37:21,72739462
2021-02-17 21:44:16,72735203
2021-02-17 21:56:17,72739053
2021-02-17 22:26:04,72747221
2021-02-17 22:42:50,72753334
2021-02-17 22:46:25,72752283
2021-02-17 23:36:15,72757302
2021-02-17 23:54:33,72758239
2021-02-18 00:00:45,72756260
2021-02-18 00:14:15,72755803
2021-02-18 01:01:49,72762370
2021-02-18 01:42:27,72771661
2021-02-18 01:48:50,72768220
2021-02-18 02:21:23,72767323
2021-02-18 02:30:51,72760333
2021-02-18 02:43:43,72752142
2021-02-18 03:11:50,72751857
2021-02-18 03:50:44,72750854
2021-02-18 04:12:47,72754849
2021-02-18 04:30:01,72749937
2021-02-18 05:17:06,72752699
2021-02-18 06:19:45,72764346
2021-02-18 06:35:41,72764701
2021-02-18 07:00:38,72764974
2021-02-18 07:43:26,72771051
2021-02-18 08:31:48,72779514
2021-02-18 08:59:37,72783763
2021-02-18 09:48:21,72784676
2021-02-18 10:03:16,72784392
2021-02-18 10:32:58,72789249
2021-02-18 11:16:20,72796181
2021-02-18 11:43:58,72796188
2021-02-18 12:34:40,72807801
2021-02-18 13:02:12,72808849
2021-02-18 13:47:02,72819644
2021-02-18 14:23:24,72827205
2021-02-18 15:16:08,72835359
2021-02-18 15:55:21,72846947
2021-02-18 16:33:47,72862476
2021-02-18 16:52:48,72866059
2021-02-18 17:20:16,72867700
2021-02-18 18:13:27,72878104
2021-02-18 18:55:08,72893074
2021-02-18 19:25:02,72897777
2021-02-18 19:41:30,72903139
2021-02-18 20:18:21,72913521
2021-02-18 21:16:09,72929258
2021-02-18 21:48:02,72933236
2021-02-18 21:59:31,72936142
2021-02-18 22:24:53,72941334
2021-02-18 22:45:10,72946634
2021-02-18 23:51:44,72961242
2021-02-19 00:03:56,72958429
2021-02-19 00:20:27,72962029
2021-02-19 00:36:24,72961203
2021-02-19 01:43:23,72981487
2021-02-19 02:45:34,72993641
2021-02-19 03:11:36,72996301
2021-02-19 03:29:55,72998150
2021-02-19 03:54:35,72997067
2021-02-19 04:26:45,73002165
2021-02-19 04:36:06,72997732
2021-02-19 04:52:03,72990493
2021-02-19 05:25:13,72986674
2021-02-19 05:48:21,72983118
2021-02-19 06:05:59,72982989
2021-02-19 06:17:26,72971531
2021-02-19 07:11:52,72974865
2021-02-19 07:34:38,72976307
2021-02-19 07:49:56,72971890
2021-02-19 08:18:51,72971817
2021-02-19 08:31:56,72967443
2021-02-19 08:54:13,72968174
2021-02-19 09:13:15,72961519
2021-02-19 09:43:20,72965943
2021-02-19 10:02:19,72970895
2021-02-19 10:10:47,72964127
2021-02-19 10:40:49,72966409
2021-02-19 11:26:22,72970388
2021-02-19 12:05:55,72976285
2021-02-19 12:18:20,72975490
2021-02-19 13:04:46,72981464
2021-02-19 13:37:16,72991331
2021-02-19 14:08:29,73001027
2021-02-19 14:45:24,73013274
2021-02-19 14:58:37,73009124
2021-02-19 15:34:06,73018385
2021-02-19 15:59:23,73023828
2021-02-19 16:33:05,73035054
2021-02-19 17:57:23,73055122
2021-02-19 18:07:31,73065428
2021-02-19 18:20:49,73070574
2021-02-19 18:34:43,73074369
2021-02-19 19:09:20,73083156
2021-02-19 19:47:24,73096177
2021-02-19 20:04:27,73098913
2021-02-19 20:13:08,73095043
2021-02-19 20:42:35,73101806
2021-02-19 21:35:11,73103798
2021-02-19 21:53:00,73112901
2021-02-19 22:10:39,73112139
2021-02-19 22:55:53,73125144
2021-02-19 23:24:34,73127600
2021-02-19 23:51:56,73132102
2021-02-20 00:26:26,73134150
2021-02-20 00:47:35,73131681
2021-02-20 01:24:13,73133869
2021-02-20 01:43:17,73135489
2021-02-20 02:22:08,73136888
2021-02-20 03:00:49,73143873
2021-02-20 03:44:31,73147219
2021-02-20 04:08:15,73146531
2021-02-20 04:24:52,73141038
2021-02-20 04:28:54,73132270
2021-02-20 04:58:27,73133466
2021-02-20 05:16:47,73128462
2021-02-20 05:36:14,73125956
2021-02-20 06:00:11,73122995
2021-02-20 06:49:36,73126509
2021-02-20 07:18:27,73135870
2021-02-20 08:03:16,73141385
2021-02-20 08:22:10,73139409
2021-02-20 09:02:06,73142431
2021-02-20 09:39:14,73146201
2021-02-20 09:56:44,73141283
2021-02-20 10:12:48,73138626
2021-02-20 10:27:39,73134373
2021-02-20 11:25:31,73141335
2021-02-20 11:58:28,73146575
2021-02-20 12:38:30,73154330
2021-02-20 12:48:31,73155315
2021-02-20 12:54:40,73149928
2021-02-20 13:51:15,73157318
2021-02-20 14:24:57,73165910
2021-02-20 15:09:11,73176285
2021-02-20 15:46:22,73184947
2021-02-20 16:14:26,73190715
2021-02-20 16:29:06,73193056
2021-02-20 17:11:49,73199293
2021-02-20 17:42:46,73206925
2021-02-20 18:43:51,73221826
2021-02-20 19:06:45,73229404
2021-02-20 19:22:55,73233273
2021-02-20 19:45:30,73240373
2021-02-20 20:20:06,73253390
2021-02-20 20:45:24,73259238
2021-02-20 20:57:10,73250538
2021-02-20 21:14:26,73242347
2021-02-20 21:32:48,73238999
2021-02-20 22:09:45,73243828
2021-02-20 23:16:50,73263960
2021-02-20 23:55:22,73265907
2021-02-21 00:25:11,73270856
2021-02-21 00:43:09,73266037
2021-02-21 01:05:55,73257757
2021-02-21 01:33:11,73251101
2021-02-21 01:53:08,73244758
2021-02-21 02:34:56,73246116
2021-02-21 03:02:41,73237862
2021-02-21 03:46:58,73230608
2021-02-21 04:20:50,73227074
2021-02-21 04:52:09,73219443
2021-02-21 05:22:47,73212962
2021-02-21 05:40:00,73210359
2021-02-21 06:13:30,73210102
2021-02-21 06:32:28,73198729
2021-02-21 07:07:08,73195086
2021-02-21 07:53:08,73199664
2021-02-21 08:22:23,73203863
2021-02-21 08:57:54,73200908
2021-02-21 09:24:22,73194948
2021-02-21 09:52:56,73193474
2021-02-21 10:29:53,73193225
2021-02-21 10:41:14,73183933
2021-02-21 11:07:53,73177964
2021-02-21 12:07:26,73182420
2021-02-21 12:26:37,73185152
2021-02-21 12:46:09,73179384
2021-02-21 13:17:20,73178876
2021-02-21 13:34:12,73177588
2021-02-21 13:40:47,73171749
2021-02-21 14:24:00,73176614
2021-02-21 14:58:22,73180606
2021-02-21 15:11:00,73171820
2021-02-21 15:56:30,73176723
2021-02-21 16:33:05,73187472
2021-02-21 16:43:32,73182023
2021-02-21 17:00:29,73169734
2021-02-21 17:28:41,73170190
2021-02-21 18:21:54,73182400
2021-02-21 18:44:14,73187572
2021-02-21 19:07:10,73185027
2021-02-21 19:31:14,73183548
2021-02-21 20:36:45,73183759
2021-02-21 21:07:34,73193730
2021-02-21 21:41:56,73203667
2021-02-21 22:18:00,73215017
2021-02-21 23:39:14,73223787
2021-02-22 00:08:10,73230923
2021-02-22 00:40:35,73234373
2021-02-22 01:02:34,73232893
2021-02-22 01:31:28,73232354
2021-02-22 02:00:33,73231087
2021-02-22 02:58:33,73235224
2021-02-22 03:55:16,73240656
2021-02-22 04:29:53,73252447
2021-02-22 04:39:25,73230842
2021-02-22 04:48:03,73206305
2021-02-22 05:20:29,73197477
2021-02-22 05:51:27,73195384
2021-02-22 06:29:55,73194518
2021-02-22 06:55:51,73197350
2021-02-22 07:10:23,73196754
2021-02-22 07:18:54,73187920
2021-02-22 07:43:06,73181996
2021-02-22 07:48:48,73168819
2021-02-22 08:16:21,73163228
2021-02-22 08:38:33,73164246
2021-02-22 09:19:02,73163041
2021-02-22 09:41:42,73165669
2021-02-22 10:05:58,73170780
2021-02-22 10:20:53,73167058
2021-02-22 10:44:22,73165791
2021-02-22 11:33:42,73168097
2021-02-22 12:01:31,73173073
2021-02-22 12:29:35,73174668
2021-02-22 13:43:44,73186844
2021-02-22 14:17:33,73200917
2021-02-22 14:39:31,73209224
2021-02-22 15:32:02,73223874
2021-02-22 15:45:10,73226617
2021-02-22 16:51:37,73235859
2021-02-22 17:25:39,73247240
2021-02-22 17:51:03,73257400
2021-02-22 18:53:40,73270415
2021-02-22 19:28:47,73286923
2021-02-22 20:09:36,73300798
2021-02-22 20:31:19,73301783
2021-02-22 20:55:39,73304744
2021-02-22 21:26:36,73312381
2021-02-22 22:15:58,73325972
2021-02-22 23:07:15,73332913
2021-02-22 23:35:18,73339415
2021-02-23 00:07:40,73343224
2021-02-23 00:39:51,73348840
2021-02-23 01:10:03,73354280
2021-02-23 01:45:59,73357668
2021-02-23 02:01:48,73356018
2021-02-23 02:36:28,73355471
2021-02-23 03:12:39,73358676
2021-02-23 04:31:49,73377658
2021-02-23 05:02:37,73379084
2021-02-23 05:28:43,73380452
2021-02-23 06:11:30,73387908
2021-02-23 06:59:29,73390402
2021-02-23 08:01:41,73401755
2021-02-23 08:24:51,73404132
2021-02-23 09:21:34,73416384
2021-02-23 10:04:59,73425283
2021-02-23 10:21:03,73423721
2021-02-23 10:40:02,73427824
2021-02-23 11:07:34,73428668
2021-02-23 11:29:43,73425438
2021-02-23 12:23:23,73438987
2021-02-23 13:01:23,73450290
2021-02-23 14:22:04,73468647
2021-02-23 14:49:34,73470628
2021-02-23 14:57:52,73467466
2021-02-23 15:48:54,73477064
2021-02-23 16:28:14,73490050
2021-02-23 16:40:18,73484587
2021-02-23 16:59:14,73486738
2021-02-23 17:42:10,73499332
2021-02-23 18:17:21,73506912
2021-02-23 18:41:41,73510570
2021-02-23 19:40:06,73528440
2021-02-23 19:59:30,73531578
2021-02-23 20:14:08,73528867
2021-02-23 21:10:46,73544332
2021-02-23 21:25:49,73545205
2021-02-23 21:51:00,73551074
2021-02-23 22:21:56,73558261
2021-02-23 22:43:21,73560171
2021-02-23 23:11:11,73561303
2021-02-23 23:57:04,73569000
2021-02-24 00:05:23,73565154
2021-02-24 00:29:44,73567679
2021-02-24 01:11:39,73573198
2021-02-24 01:37:54,73583320
2021-02-24 02:28:11,73597758
2021-02-24 02:56:51,73606672
2021-02-24 03:11:00,73604195
2021-02-24 03:20:04,73600045
2021-02-24 03:50:02,73604997
2021-02-24 04:57:13,73610154
2021-02-24 05:45:51,73627026
2021-02-24 05:55:14,73621621
2021-02-24 06:27:48,73625602
2021-02-24 06:37:44,73624881
2021-02-24 06:46:40,73621507
2021-02-24 07:07:05,73617071
2021-02-24 07:17:53,73613242
2021-02-24 07:40:35,73615383
2021-02-24 07:44:34,73610693
2021-02-24 08:02:40,73609598
2021-02-24 08:25:08,73608818
2021-02-24 08:57:04,73613120
2021-02-24 09:08:59,73602799
2021-02-24 09:48:09,73607014
2021-02-24 09:59:49,73612006
2021-02-24 10:04:00,73600780
2021-02-24 10:34:51,73606300
2021-02-24 11:19:25,73608963
2021-02-24 11:42:56,73614675
2021-02-24 12:48:40,73622837
2021-02-24 13:04:30,73629144
2021-02-24 14:07:50,73645896
2021-02-24 14:23:28,73645393
2021-02-24 14:43:30,73646789
2021-02-24 15:03:01,73650105
2021-02-24 15:49:54,73663974
2021-02-24 16:03:05,73660185
2021-02-24 16:08:39,73654522
2021-02-24 16:47:49,73665863
2021-02-24 17:15:46,73667165
2021-02-24 17:32:33,73665136
2021-02-24 18:19:06,73674715
2021-02-24 19:45:00,73693569
2021-02-24 20:01:22,73690834
2021-02-24 20:15:07,73690180
2021-02-24 20:41:48,73697079
2021-02-24 20:49:57,73696051
2021-02-24 21:32:10,73702533
2021-02-24 21:54:43,73706694
2021-02-24 22:19:13,73710230
2021-02-24 22:47:17,73706847
2021-02-24 23:06:01,73704205
2021-02-24 23:26:44,73700324
2021-02-25 00:19:30,73713871
2021-02-25 00:34:07,73705425
2021-02-25 01:00:11,73705594
2021-02-25 01:12:31,73700830
2021-02-25 01:33:27,73697605
2021-02-25 01:47:19,73688558
2021-02-25 02:06:56,73682949
2021-02-25 02:30:00,73673051
2021-02-25 03:01:02,73669730
2021-02-25 03:40:00,73674005
2021-02-25 04:08:11,73675061
2021-02-25 04:31:13,73666793
2021-02-25 04:47:19,73648977
2021-02-25 05:33:52,73656281
2021-02-25 05:46:59,73653810
2021-02-25 06:13:06,73648489
2021-02-25 06:41:23,73650316
2021-02-25 06:55:37,73646520
2021-02-25 07:01:06,73630761
2021-02-25 07:43:04,73629766
2021-02-25 08:35:59,73641248
2021-02-25 08:53:42,73642328
2021-02-25 09:27:04,73641752
2021-02-25 09:36:28,73641907
2021-02-25 10:25:50,73650275
2021-02-25 10:59:11,73655274
2021-02-25 11:17:21,73651315
2021-02-25 12:05:23,73660082
2021-02-25 12:20:59,73663444
2021-02-25 12:27:59,73659938
2021-02-25 12:57:43,73666332
2021-02-25 13:32:47,73666832
2021-02-25 13:45:52,73668429
2021-02-25 14:46:26,73676055
2021-02-25 15:21:04,73686238
2021-02-25 15:40:14,73687647
2021-02-25 16:24:29,73695540
2021-02-25 17:12:31,73712317
2021-02-25 18:01:46,73726025
2021-02-25 18:38:14,73732019
2021-02-25 19:19:21,73740250
2021-02-25 20:00:22,73752404
2021-02-25 20:22:28,73760461
2021-02-25 20:38:12,73764615
2021-02-25 21:08:11,73765707
2021-02-25 21:27:21,73770317
