Timestamp,estimated-transaction-volume
2015-12-13 23:00:00,483960.01038736
2015-12-16 23:00:00,431157.72692626
2015-12-19 23:00:00,363667.77559295
2015-12-22 23:00:00,448735.89455814
2015-12-25 23:00:00,408291.28071416
2015-12-28 23:00:00,272684.15064364
2015-12-31 23:00:00,134968.26756469
2016-01-03 23:00:00,222609.62452002
2016-01-06 23:00:00,359605.27521073
2016-01-09 23:00:00,211208.17410971
2016-01-12 23:00:00,318167.57766169
2016-01-15 23:00:00,295345.21250486
2016-01-18 23:00:00,250568.65654839
2016-01-21 23:00:00,343582.70800464
2016-01-24 23:00:00,481227.2250524
2016-01-27 23:00:00,370238.86313918
2016-01-30 23:00:00,275819.630545
2016-02-02 23:00:00,311548.13273016
2016-02-05 23:00:00,310683.99950728
2016-02-08 23:00:00,333612.02303042
2016-02-11 23:00:00,327358.41661998
2016-02-14 23:00:00,436759.73573705
2016-02-17 23:00:00,389621.49026816
2016-02-20 23:00:00,352156.27800941
2016-02-23 23:00:00,395292.67690831
2016-02-26 23:00:00,369255.18469916
2016-02-29 23:00:00,646619.76932827
2016-03-03 23:00:00,422929.18870747
2016-03-06 23:00:00,355450.42581579
2016-03-09 23:00:00,336812.51817353
2016-03-12 23:00:00,213978.19191185
2016-03-16 00:00:00,298345.2775006
2016-03-19 00:00:00,213215.92843033
2016-03-22 00:00:00,319118.48781894
2016-03-25 00:00:00,324554.61235342
2016-03-28 00:00:00,330580.23716118
2016-03-31 00:00:00,339434.62209977
2016-04-03 00:00:00,210951.0935826
2016-04-06 00:00:00,378143.84313803
2016-04-09 00:00:00,251051.46613737
2016-04-12 00:00:00,368413.0882534
2016-04-15 00:00:00,318407.02988066
2016-04-18 00:00:00,272791.84971032
2016-04-21 00:00:00,346924.02073691
2016-04-24 00:00:00,226589.90543625
2016-04-27 00:00:00,366540.16901165
2016-04-30 00:00:00,204394.48803055
2016-05-03 00:00:00,287074.19314483
2016-05-06 00:00:00,331551.68684109
