Timestamp,total-bitcoins
2020-03-03 00:03:02,18248862.5
2020-03-03 05:32:52,18249300
2020-03-03 11:00:50,18249737.5
2020-03-03 16:38:45,18250175
2020-03-03 21:34:08,18250612.5
2020-03-04 03:11:21,18251062.5
2020-03-04 08:03:42,18251500
2020-03-04 13:13:52,18251937.5
2020-03-04 19:26:40,18252387.5
2020-03-04 23:54:46,18252825
2020-03-05 03:47:14,18253262.5
2020-03-05 08:30:54,18253700
2020-03-05 13:37:59,18254137.5
2020-03-05 19:01:02,18254575
2020-03-06 00:48:58,18255012.5
2020-03-06 05:21:02,18255462.5
2020-03-06 13:16:22,18255900
2020-03-06 18:50:51,18256337.5
2020-03-06 23:49:40,18256775
2020-03-07 04:40:02,18257225
2020-03-07 10:01:24,18257662.5
2020-03-07 14:46:27,18258100
2020-03-07 19:24:25,18258537.5
2020-03-08 03:22:50,18258975
2020-03-08 08:55:02,18259412.5
2020-03-08 11:57:32,18259850
2020-03-08 17:21:58,18260287.5
2020-03-09 00:32:28,18260737.5
2020-03-09 06:18:53,18261175
2020-03-09 12:05:17,18261612.5
2020-03-09 16:57:39,18262050
2020-03-09 23:17:31,18262487.5
2020-03-10 04:27:16,18262925
2020-03-10 11:00:49,18263362.5
2020-03-10 17:23:03,18263800
2020-03-11 00:04:12,18264237.5
2020-03-11 05:14:54,18264675
2020-03-11 12:48:43,18265112.5
2020-03-11 19:51:11,18265550
2020-03-12 03:07:06,18265987.5
2020-03-12 08:42:12,18266437.5
2020-03-12 14:34:54,18266875
2020-03-12 19:42:07,18267325
2020-03-13 02:54:18,18267762.5
2020-03-13 09:27:37,18268200
2020-03-13 16:51:56,18268650
2020-03-13 22:50:50,18269100
2020-03-14 04:37:30,18269537.5
2020-03-14 10:02:51,18269975
2020-03-14 17:27:12,18270412.5
2020-03-15 02:09:43,18270850
2020-03-15 09:57:19,18271287.5
2020-03-15 15:35:36,18271725
2020-03-15 21:18:19,18272162.5
2020-03-16 04:52:04,18272600
2020-03-16 12:29:26,18273037.5
2020-03-16 20:00:51,18273487.5
2020-03-17 02:25:27,18273925
2020-03-17 12:02:16,18274362.5
2020-03-17 19:02:29,18274800
2020-03-17 23:56:59,18275237.5
2020-03-18 06:37:57,18275675
2020-03-18 15:15:18,18276112.5
2020-03-18 23:32:42,18276550
2020-03-19 07:51:27,18276987.5
2020-03-19 13:41:05,18277425
2020-03-19 23:41:35,18277862.5
2020-03-20 09:37:03,18278300
2020-03-20 14:31:51,18278750
2020-03-20 22:51:39,18279187.5
2020-03-21 05:04:48,18279625
2020-03-21 13:09:50,18280062.5
2020-03-21 20:29:21,18280500
2020-03-22 01:45:32,18280937.5
2020-03-22 07:52:34,18281375
2020-03-22 15:02:04,18281812.5
2020-03-22 21:49:02,18282250
2020-03-23 06:38:22,18282687.5
2020-03-23 14:42:14,18283125
2020-03-23 21:33:40,18283562.5
2020-03-24 03:19:55,18284000
2020-03-24 10:27:14,18284437.5
2020-03-24 15:29:01,18284875
2020-03-24 22:59:03,18285312.5
2020-03-25 05:53:34,18285762.5
2020-03-25 18:32:07,18286200
2020-03-26 01:03:16,18286637.5
2020-03-26 06:47:51,18287075
2020-03-26 11:41:43,18287512.5
2020-03-26 16:10:24,18287950
2020-03-26 21:36:39,18288387.5
2020-03-27 03:39:13,18288825
2020-03-27 08:43:10,18289262.5
2020-03-27 12:45:43,18289712.5
2020-03-27 19:40:49,18290150
2020-03-28 01:05:20,18290587.5
2020-03-28 05:50:12,18291025
2020-03-28 13:14:10,18291475
2020-03-28 20:19:19,18291925
2020-03-29 02:27:46,18292362.5
2020-03-29 08:06:33,18292800
2020-03-29 14:02:02,18293250
2020-03-29 18:33:27,18293687.5
2020-03-30 00:56:56,18294125
2020-03-30 06:25:30,18294562.5
2020-03-30 11:32:10,18295000
2020-03-30 18:10:37,18295437.5
2020-03-30 23:28:22,18295875
2020-03-31 04:19:34,18296312.5
2020-03-31 10:02:56,18296750
2020-03-31 16:01:04,18297187.5
2020-03-31 20:44:26,18297625
2020-04-01 02:01:01,18298075
2020-04-01 07:56:58,18298512.5
2020-04-01 13:19:40,18298950
2020-04-01 19:13:31,18299387.5
2020-04-02 00:44:26,18299837.5
2020-04-02 06:44:51,18300275
2020-04-02 11:38:11,18300712.5
2020-04-02 16:11:42,18301150
2020-04-02 22:33:24,18301587.5
2020-04-03 05:32:22,18302025
2020-04-03 10:50:40,18302462.5
2020-04-03 16:31:17,18302900
2020-04-03 22:49:41,18303337.5
2020-04-04 06:35:04,18303775
2020-04-04 12:04:52,18304225
2020-04-04 16:25:51,18304662.5
2020-04-04 21:09:42,18305100
2020-04-05 02:57:30,18305537.5
2020-04-05 07:15:33,18305975
2020-04-05 13:19:35,18306412.5
2020-04-05 18:34:11,18306850
2020-04-05 22:23:35,18307287.5
2020-04-06 03:11:59,18307725
2020-04-06 10:15:30,18308162.5
2020-04-06 16:06:20,18308600
